gene,WT1,WT2,F71Y1,F71Y2,R61K1,R61K2,R61H1,R61H2,null1,null2
BSU02740_natR_two-component_response_regulator_NatK,336,380,351,378,249,395,272,414,290,346
BSU02750_natA_Na+_ABC_efflux_transporter_ATP-binding_protein,225,282,224,276,133,247,132,255,134,172
BSU02760_natB_Na+_ABC_efflux_transporter_permease,290,217,147,168,200,142,184,175,192,113
BSU02770_yccK_ion_channel_associated_enzyme,532,632,521,664,309,499,357,627,370,481
BSU02780_ycdA_lipoprotein,4618,6479,6778,8579,5112,9409,7146,12594,8025,11353
BSU02790_ycdB_hydrolase,466,553,472,526,322,500,314,561,280,358
BSU02800_ycdC_hydrolase,542,656,587,762,389,645,454,773,449,536
"BSU02810_cwlK_murein_L,D:-endopeptidase",194,173,153,293,147,252,174,246,183,184
BSU02820_rapJ_response_regulator_aspartate_phosphatase,1668,2302,2070,2187,1144,2373,1381,2604,1434,2222
BSU02830_ycdF_dehydrogenase,58,56,43,121,57,82,51,59,63,35
BSU02840_ycdG_glycosidase,89,105,106,192,106,149,110,117,127,78
BSU02850_adcA_Zn(II)-binding_lipoprotein,2998,6071,5751,106090,1854,6231,53145,66385,46933,4798
BSU02860_adcC_Zn(II)_transporter_ATP-binding_protein,811,960,882,6510,492,1033,2993,3810,2308,680
BSU02870_adcB_high_affinity_Zn(II)_ABC_transporter_permease,724,419,403,2617,515,391,2647,1319,2011,333
BSU02880_yceB_monooxygenase,334,239,222,154,366,265,190,229,210,230
BSU02890_yceC_stress_adaptation_protein,5539,6528,5153,6832,3752,5792,3112,5837,3564,5038
BSU02900_yceD_stress_adaptation_protein,6757,6605,5650,6914,4730,5767,3803,6217,4262,5296
BSU02910_yceE_stress_adaptation_protein,6159,5547,4406,5169,4375,4976,3791,4751,4092,4321
BSU02920_yceF_stress_adaptation_transporter,8417,6413,5032,5894,6001,5627,4921,5764,5786,5176
BSU02930_yceG_hypothetical_protein,4366,4891,3672,4834,3274,4318,2773,4746,3260,4348
BSU02940_yceH_hypothetical_protein,3427,4475,3560,4178,2711,3999,2423,4418,2856,3878
BSU02950_yceI_transporter,6524,4549,3720,3557,5510,4002,4219,3723,4485,3131
BSU02960_yceJ_efflux_transporter,44,32,26,24,48,37,82,26,96,27
BSU02970_yceK_ArsR_family_transcriptional_regulator,507,1765,1701,1436,326,1953,486,2029,470,1578
BSU02980_opuAA_glycine/betaine_ABC_transporter_ATP-binding_protein,7354,8796,6109,6066,5175,7496,5408,8820,6848,10316
BSU02990_opuAB_glycine_betaine_ABC_transporter_permease,6016,3598,2476,2540,4704,3332,4493,3451,5704,4270
BSU03000_opuAC_glycine_betaine_ABC_transporter_substrate-binding_protein,6836,6154,4845,4717,5095,5262,5106,6833,6311,6606
BSU03010_amhX_amidohydrolase,121,104,265,239,687,690,4577,4245,13344,9825
BSU03020_ycgA_hypothetical_protein,326,227,276,276,473,325,1628,1491,4981,3495
BSU03030_ycgB_hypothetical_protein,203,227,186,268,185,285,254,391,431,480
BSU03040_amyE_alpha-amylase,491,759,671,663,488,695,512,899,913,1095
BSU03050_ldh_L-lactate_dehydrogenase,920,298,391,683,685,450,387,299,238,173
BSU03060_lctP_L-lactate_permease,2113,330,386,776,1823,560,1070,312,576,160
BSU03070_mdr_multidrug-efflux_transporter,2761,1987,1899,1980,2381,1996,2377,2083,2141,1562
BSU03080_ycgE_transcriptional_regulator,363,452,429,401,290,474,245,526,317,375
BSU03090_ycgF_aminoacid_export_permease,387,249,285,282,315,354,351,329,345,271
BSU03100_ycgG_hypothetical_protein,421,398,422,416,372,450,338,456,351,413
BSU03110_ycgH_amino_acid_transporter,30,9,18,18,23,22,19,16,18,16
BSU03120_ycgI_methyltransferase,9,27,18,15,10,8,6,8,9,4
BSU03130_nadE_NAD_synthetase,3660,4525,4303,4747,2608,4590,2749,4399,2969,3929
BSU03140_tmrB_ATP-binding_tunicamycin_resistance_protein,137,350,368,317,109,347,111,433,142,347
BSU03150_aroK_shikimate_kinase,841,1799,1665,1825,685,1818,722,1910,677,1421
BSU03160_ycgJ_methyltransferase,55,42,55,50,41,52,52,66,53,51
BSU03170_ycgK_LysR_family_transcriptional_regulator,382,440,475,508,314,482,334,660,338,413
BSU03180_cah_S-deacylase,633,584,643,766,593,735,718,981,724,746
BSU03190_ycgL_hypothetical_protein,361,441,530,599,391,534,376,781,404,573
BSU03200_ycgM_proline_oxidase,3211,3377,9044,10651,13542,16479,23902,36721,32413,41108
BSU03210_ycgN_1-pyrroline-5-carboxylate_dehydrogenase,7058,8766,21819,23850,27070,36618,49743,79687,65249,89545
BSU03220_ycgO_proline/ornithine_permease,7657,6059,9009,10058,19008,14902,33608,31690,43911,34211
BSU03230_ycgP_transcriptional_regulator,683,1327,1348,1874,957,1916,1263,3205,1555,2780
BSU03240_ycgQ_hypothetical_protein,649,825,620,825,462,652,433,524,402,416
BSU03250_ycgR_permease,685,490,364,523,479,371,458,366,391,293
BSU03260_ycgS_aromatic_hydrocarbon_hydrolase,171,188,195,216,149,207,197,224,207,205
BSU03270_ycgT_thioredoxin_reductase,219,140,86,130,72,73,96,105,85,58
BSU03280_nasF_uroporphyrin-III_C-methyltransferase,1332,1232,1192,1287,1350,1269,1305,1322,1418,1077
BSU03290_nasE_assimilatory_nitrite_reductase_subunit,492,434,423,494,470,389,487,405,453,388
BSU03300_nasD_assimilatory_nitrite_reductase_subunit,135,111,132,180,252,156,190,156,170,107
BSU03310_nasC_assimilatory_nitrate_reductase_catalytic_subunit,61,50,51,65,74,46,57,39,40,29
BSU03320_nasB_assimilatory_nitrate_reductase_electron_transfer_subunit,118,77,68,91,95,63,70,62,68,49
BSU03330_nasA_nitrate_transporter,278,207,161,186,177,152,248,140,167,84
BSU03340_yciA_GTP_cyclohydrolase,111,82,75,4026,21,100,3969,939,2036,45
BSU03350_yciB_metal_uptake_system_lipoprotein,43,43,35,3854,10,30,2659,556,1110,37
BSU03359_yczL_hypothetical_protein,143,71,73,14130,7,61,11861,1773,4004,48
BSU03360_yciC_metallochaperone_with_NTPase_activity,2025,949,1112,42678,44,1039,61265,5726,18222,696
BSU03370_yckA_ABC_transporter_permease,630,311,144,137,326,203,107,173,208,154
BSU03380_yckB_ABC_transporter_binding_lipoprotein,983,1034,644,522,488,622,201,559,338,507
BSU03390_yckC_hypothetical_protein,343,389,412,360,155,451,230,417,226,356
BSU03400_yckD_hypothetical_protein,5,10,8,22,5,23,4,24,9,23
BSU03410_bglC_aryl-phospho-beta-d-glucosidase,208,265,153,181,105,191,80,170,99,193
BSU03420_nin_inhibitor_of_the_DNA_degrading_activity_of_NucA_(competence),267,534,585,551,206,634,135,583,210,498
BSU03430_nucA_endonuclease,531,649,619,641,423,736,270,645,450,648
BSU03440_tlpC_methyl-accepting_chemotaxis_protein,67,76,100,78,62,96,34,118,49,97
BSU03450_hxlB_6-phospho_3-hexuloisomerase,80,123,137,56,75,110,73,229,88,180
BSU03460_hxlA_3-hexulose-6-phosphate_synthase,144,372,410,227,116,425,117,769,154,536
BSU03470_hxlR_positive_regulator_of_hxlAB_expression,87,156,174,193,72,140,60,204,80,156
BSU03480_srfAA_surfactin_synthetase,14242,6658,5529,10393,12166,7975,9368,7290,9281,8301
BSU03490_srfAB_surfactin_synthetase,17622,7947,6409,13438,15159,8878,11815,7699,10403,8831
BSU03500_comS_regulator_of_genetic_competence,214,108,88,198,196,118,141,117,145,145
BSU03510_srfAC_surfactin_synthetase,7869,3930,3044,6111,6589,4307,5368,3827,4480,3891
BSU03520_srfAD_surfactin_synthetase,1541,813,699,1387,1259,952,1002,752,893,817
BSU03530_ycxA_permease,786,378,649,683,1710,870,1977,1178,2415,1125
BSU03540_ycxB_hypothetical_protein,203,304,302,289,137,253,141,314,115,211
BSU03550_ycxC_permease,127,76,59,64,145,79,98,81,113,71
BSU03560_ycxD_PLP-dependent_transcriptional_regulator,162,206,179,169,121,181,150,254,170,168
BSU03580_yczE_integral_inner_membrane_protein_regulating_antibiotic_production,1291,1156,998,864,1069,1035,987,976,992,811
BSU03590_tcyC_cystine_ABC_transporter_ATP-binding_protein,1324,1993,2130,2064,1442,2047,1371,1840,957,1233
BSU03600_tcyB_cystine_ABC_transporter_permease,1429,1044,1003,1060,1483,1074,1283,837,903,613
BSU03610_tcyA_cystine_ABC_transporter_substrate-binding_lipoprotein,2823,5409,5650,5858,2819,5915,2627,5366,1870,3682
BSU03620_yclA_LysR_family_transcriptional_regulator,132,125,108,125,91,116,101,108,80,95
BSU03630_yclB_aromatic_acid_decarboxylase,16,18,34,30,19,28,27,45,14,27
BSU03640_ubiD_3-polyprenyl-4-hydroxybenzoate_decarboxylase,68,54,49,55,58,51,48,56,51,34
BSU03651_bsdD_nonoxidative_vanillate/4-hydroxybenzoate_decarboxylase_subunit,9,22,29,30,19,23,13,14,6,24
BSU03652_yclD_FMN-binding_enzyme_subunit,31,15,23,14,19,10,25,13,14,12
BSU03660_yclE_hydrolase,234,286,296,236,160,239,208,308,213,243
BSU03670_dtpT_di-tripeptide-proton_ABC_symporter,1779,1292,583,665,664,518,376,297,267,199
BSU03680_yclG_uronase,59,56,41,45,31,43,18,51,21,24
BSU03690_yczF_hypothetical_protein,2,15,11,10,2,9,2,8,8,13
BSU03700_gerKA_spore_germination_receptor_subunit,63,79,60,75,52,80,63,66,56,62
BSU03710_gerKC_spore_germination_receptor_subunit,83,115,96,90,49,87,56,107,41,97
BSU03720_gerKB_spore_germination_receptor_subunit,104,115,76,103,73,92,90,83,77,55
BSU03730_yclH_ABC_transporter_ATPase,24,23,13,19,16,14,14,21,12,13
BSU03740_yclI_transporter,32,31,33,34,31,24,28,22,15,24
BSU03750_yclJ_two-component_response_regulator_YclK,429,841,612,727,289,712,307,789,343,656
BSU03760_yclK_two-component_sensor_histidine_kinase_YclJ,1028,1431,1224,1402,790,1171,788,1505,839,1141
BSU03770_rapC_response_regulator_aspartate_phosphatase,1825,1896,2270,2518,1062,1903,1263,2900,1544,2316
BSU03780_phrC_secreted_regulator_of_the_activity_of_phosphatase_RapC,104,55,124,85,62,65,64,131,123,44
BSU03789_yczN_hypothetical_protein,60,75,73,71,69,91,88,110,106,132
BSU03790_yclM_aspartate_kinase,900,975,2703,2492,2864,4266,4409,6937,7472,8895
BSU03800_yclN_iron-siderophore_ABC_transporter_permease,526,336,281,433,275,400,531,401,389,375
BSU03810_yclO_iron-siderophore_ABC_transporter_permease,450,228,217,304,272,286,489,380,357,249
BSU03820_yclP_iron-siderophore_ABC_transporter_ATP-binding_protein,440,381,315,452,236,453,418,530,333,464
BSU03830_yclQ_iron-siderophore_ABC_transporter_binding_lipoprotein,1045,787,671,988,520,869,862,1250,712,1019
BSU03840_ycnB_efflux_transporter,1499,1064,1039,1112,1742,1120,1575,1222,1775,991
BSU03850_ycnC_TetR_family_transcriptional_regulator,768,1074,947,1151,907,1066,780,1235,823,1105
BSU03860_ycnD_NADPH-FMN_oxidoreductase,818,733,830,746,734,741,642,761,645,526
BSU03870_ycnE_hypothetical_protein,445,981,1013,1031,343,1065,364,965,307,746
BSU03880_yczG_ArsR_family_transcriptional_regulator,1408,830,773,782,1204,934,1364,939,1421,835
BSU03890_gabR_GntR_family_transcriptional_regulator,132,137,159,165,148,194,149,224,168,197
BSU03900_gabT_4-aminobutyrate_aminotransferase,53,34,71,75,67,94,89,106,82,93
BSU03910_gabD_succinate-semialdehyde_dehydrogenase,1499,2139,2194,2392,1501,2284,1685,2356,1617,1922
BSU03920_glcU_glucose_permease,4,0,1,0,5,1,2,0,2,1
BSU03930_gdh_glucose-1-dehydrogenase,18,11,15,20,9,17,15,28,11,19
BSU03940_ycnI_hypothetical_protein,2509,1517,1280,1627,1794,1168,1453,1252,1491,951
BSU03950_ycnJ_copper_import_protein,4499,4025,2893,3990,3266,2926,2660,3000,2623,2575
BSU03960_ycnK_DeoR_family_transcriptional_regulator,2518,2593,2013,2459,1856,2047,1420,1928,1415,1676
BSU03970_ycnL_reductase_or_disulfide_isomerase,315,406,452,395,275,359,287,375,278,304
BSU03981_mtlA_PTS_system_mannitol-specific_transporter_subunit_IICB,202,221,129,146,122,147,103,149,120,154
BSU03982_mtlF_PTS_system_mannitol-specific_transporter_subunit_IIA,64,121,61,84,36,118,32,113,50,89
BSU03990_mtlD_mannitol-1-phosphate_5-dehydrogenase,176,160,99,127,118,158,92,168,137,111
BSU04000_ycsA_tartrate_dehydrogenase,600,742,559,560,349,501,286,679,415,460
BSU04010_sipU_type_I_signal_peptidase,532,1083,957,954,329,922,258,864,256,666
BSU04020_yczH_hydrolase,404,239,242,244,276,199,294,295,352,250
BSU04030_ycsD_(3R)-hydroxymyristoyl-ACP_dehydratase,1381,5814,4327,4066,949,4715,943,5331,1069,4843
BSU04039_yczO_hypothetical_protein,9,7,19,54,14,14,12,31,21,11
BSU04040_ycsE_phosphatase,1973,3783,3830,3511,1523,3656,1551,4287,1815,3357
BSU04050_ycsF_LamB/YcsF_family_protein,409,389,442,505,511,455,388,515,417,362
BSU04060_ycsG_branched_chain_amino_acids_transporter,657,582,593,741,935,707,558,756,777,554
BSU04070_ycsI_hypothetical_protein,390,313,353,378,549,406,390,388,543,312
BSU04080_kipI_inhibitor_of_the_autophosphorylation_reaction_of_KinA,288,412,414,503,384,534,234,444,318,395
BSU04090_kipA_hydrolase,450,365,410,472,549,415,394,413,547,363
BSU04100_kipR_IclR_family_transcriptional_regulator,300,289,311,357,342,341,261,358,316,261
BSU04110_lipC_lysophopholipase,154,194,175,204,170,184,125,214,155,163
BSU04120_yczI_hypothetical_protein,3036,1891,1687,1980,2173,2013,2034,2155,2431,1885
BSU04130_yczJ_hypothetical_protein,139,366,362,376,109,313,120,465,121,376
BSU04140_pbpC_penicillin-binding_lipoprotein_3,14015,18479,15328,17805,11202,15445,10394,21424,11547,16441
BSU04150_ycsN_oxidoreductase,6369,5262,4388,4859,5221,4935,4774,5513,5586,5231
BSU04160_mtlR_transcriptional_regulator,874,1039,756,779,579,809,472,1000,734,827
BSU04170_ydaB_acyl-CoA_ligase,474,747,712,898,511,1049,498,661,310,434
BSU04180_ydaC_methyltransferase,6,4,7,7,6,10,4,4,6,5
BSU04190_ydaD_short_chain_dehydrogenase,8,12,10,31,23,25,13,16,16,8
BSU04200_ydaE_hypothetical_protein,8,7,5,16,13,12,13,9,9,9
BSU04210_ydaF_ribosomal_protein_N-acetyltransferase,321,293,292,289,231,277,230,382,245,237
BSU04220_ydaG_general_stress_protein,175,344,235,454,158,435,170,358,200,367
BSU04230_ydaH_hypothetical_protein,1212,1555,1371,1561,1010,1448,985,1369,1039,1051
BSU04240_ydzA_hypothetical_protein,499,274,224,261,300,216,228,243,230,141
BSU04250_lrpC_Lrp/AsnC_family_transcriptional_regulator,250,599,434,498,152,486,144,512,160,409
BSU04260_topB_DNA_topoisomerase_III,3931,5127,4582,5077,3079,4561,2992,5228,3074,4042
BSU04270_ydaJ_glycosyl_hydrolase_lipoprotein,210,213,177,254,136,161,120,136,99,82
BSU04280_ydaK_hypothetical_protein,96,55,47,74,71,54,43,49,43,39
BSU04290_ydaL_hypothetical_protein,168,206,149,209,137,144,101,130,98,73
BSU04300_ydaM_glycosyltransferase,139,167,112,170,110,113,69,99,64,93
BSU04310_ydaN_regulator,338,334,271,322,246,285,142,220,156,160
BSU04320_ydaO_metabolite_transporter,3987,3689,2738,3173,2947,3010,2241,2824,2347,2177
BSU04330_mutT_NTP_pyrophosphohydrolase,40,74,44,50,32,53,16,43,17,23
BSU04340_ydaP_pyruvate_oxidase,146,152,112,219,162,130,135,111,169,93
BSU04359_ydzK_hypothetical_protein,906,1041,932,975,800,1046,779,1019,770,746
BSU04360_mntH_manganese_transport_protein_MntH,43711,28274,23384,23164,35868,25614,40016,27357,45252,26397
BSU04370_ydaS_hypothetical_protein,11,27,17,81,37,43,31,18,62,19
BSU04380_ydaT_hypothetical_protein,22,21,17,39,20,49,11,18,19,27
BSU04390_ydbA_hypothetical_protein,407,620,573,551,281,498,319,641,302,502
BSU04400_gsiB_general_stress_protein,45,74,86,537,77,169,86,163,162,140
BSU04410_ydbB_hypothetical_protein,239,350,497,453,231,476,296,677,363,599
BSU04420_ydbC_hypothetical_protein,129,159,221,210,120,242,154,280,202,240
BSU04430_ydbD_manganese-containing_catalase,238,289,269,338,243,289,219,290,229,227
BSU04440_dctB_C4-dicarboxylate_binding_protein,384,524,451,560,347,544,286,534,349,420
BSU04450_dctS_two-component_sensor_histidine_kinase,584,802,709,733,526,799,469,743,543,690
BSU04460_dctR_two-component_response_regulator,274,305,285,307,203,301,187,341,218,271
BSU04470_dctP_C4-dicarboxylate_transporter_DctA,417,518,527,423,346,372,293,571,594,528
BSU04480_ydbI_hypothetical_protein,7192,6302,5395,5481,5677,5690,5368,6014,5975,5382
BSU04490_ydbJ_ABC_transporter_ATP-binding_protein,2015,3200,2732,2920,1746,2734,1526,2959,1464,2379
BSU04500_ydbK_ABC_transporter_permease,1842,2317,1683,2141,1526,2095,1362,1965,1266,1550
BSU04510_ydbL_hypothetical_protein,1375,974,846,869,945,950,842,782,896,622
BSU04520_ydbM_acyl-CoA_dehydrogenase,1180,1029,1013,1048,1083,1091,1215,988,1039,863
BSU04530_ydbN_hypothetical_protein,13,0,1,5,4,2,6,0,4,0
BSU04540_ydbO_cation_efflux_system,1808,1471,1213,1319,1291,1356,1241,1428,1429,1110
BSU04550_ydbP_thioredoxin,1166,5631,5646,4694,874,5211,892,5476,971,3865
BSU04560_ddl_D-alanyl-alanine_synthetase_A,6939,7504,6856,6981,5021,6619,4580,7000,5027,5363
"BSU04570_murF_UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl_ligase",2453,2410,2001,2400,1904,2391,1637,2118,1664,1686
BSU04580_cshA_ATP-dependent_RNA_helicase;_cold_shock,24547,25888,25153,24949,20501,25297,19142,26538,20992,21635
BSU04590_ydbS_hypothetical_protein,2410,3006,2297,2514,1633,2288,1332,2303,1294,1832
BSU04600_ydbT_hypothetical_protein,6349,6019,4283,5117,4369,4684,3295,4493,3374,3724
BSU04610_ydcA_hypothetical_protein,339,404,382,432,266,442,289,485,279,456
BSU04620_acpS_4'-phosphopantetheinyl_transferase,277,278,203,248,180,244,147,259,159,184
BSU04630_ydcC_lipoprotein,679,898,719,900,500,837,376,804,375,618
BSU04640_alrA_D-alanine_racemase,2588,2854,2543,2576,1702,2510,1797,2726,1827,2037
BSU04650_endB_antitoxin_MazF,7836,12798,12673,12670,5562,12295,5394,13911,6761,11402
BSU04660_ndoA_endoribonuclease_toxin,4721,4391,4280,4540,3542,4167,3516,4891,4279,4144
BSU04670_rsbRA_piezosome_protein,1798,2202,1735,2191,1300,2088,1323,1958,1339,1688
BSU04680_rsbS_antagonist_of_RsbT,1097,1129,930,1279,877,1082,778,1194,797,906
BSU04690_rsbT_switch_protein/serine-threonine_kinase,939,1475,1057,1447,680,1305,609,1218,689,962
BSU04700_rsbU_serine_phosphatase,2531,3485,2756,3670,1895,3175,1910,3305,1855,2804
BSU04710_rsbV_anti-anti-sigma_factor,962,1916,1545,2944,787,1947,795,2057,938,1609
BSU04720_rsbW_serine-protein_kinase_RsbW,1431,1826,1622,2750,1277,1833,1225,2220,1504,1557
BSU04730_sigB_RNA_polymerase_sigma_factor_SigB,2316,2746,2266,3357,1989,2977,2020,2761,2362,2449
BSU04740_rsbX_serine_phosphatase,1410,1927,1680,2529,1178,1964,1370,2110,1446,1617
BSU04750_ydcF_hypothetical_protein,35,95,68,110,28,71,15,76,20,48
BSU04760_ydcG_hypothetical_protein,189,342,287,297,133,333,142,307,153,249
BSU04770_ydcH_transcriptional_regulator,194,195,178,188,142,197,138,204,165,168
BSU04780_ydcI_RNA_helicase,2306,2997,2471,2909,1815,2814,1827,2884,1857,2327
BSU04790_ydcK_hypothetical_protein,168,223,230,246,150,213,144,234,139,214
BSU04800_ydcL_phage_integrase,330,762,1165,1354,453,1822,549,2167,730,2484
BSU04810_immA_immunity_anti-repressor,291,835,876,1005,272,1381,377,1456,471,1434
BSU04820_immR_XRE_family_transcriptional_regulator,507,1538,1211,1401,355,1431,364,1682,472,1642
BSU04830_sacV_transcriptional_regulator,48,126,153,146,49,228,47,229,59,247
BSU04839_ydzL_hypothetical_protein,41,78,102,65,57,141,67,94,80,142
BSU04840_ydcO_hypothetical_protein,43,73,53,54,57,103,56,107,51,120
BSU04850_ydcP_hypothetical_protein,107,157,149,186,113,244,137,229,138,201
BSU04860_ydcQ_DNA_wielding_protein,134,194,176,205,204,379,226,279,204,332
BSU04870_ydcR_replication_protein,80,150,132,200,166,276,173,209,144,202
BSU04880_ydcS_hypothetical_protein,19,45,44,62,26,103,17,90,23,97
BSU04890_ydcT_hypothetical_protein,25,56,60,75,39,133,45,124,47,104
BSU04900_yddA_hypothetical_protein,20,31,44,48,37,64,27,68,19,69
BSU04910_yddB_hypothetical_protein,54,121,133,215,110,296,74,259,79,383
BSU04920_yddC_hypothetical_protein,25,19,26,25,37,41,25,32,31,32
BSU04930_yddD_hypothetical_protein,24,23,32,38,33,70,31,51,32,53
BSU04940_yddE_hypothetical_protein,125,183,139,233,238,310,189,270,117,255
BSU04950_yddF_hypothetical_protein,21,14,18,34,22,48,13,38,17,30
BSU04960_yddG_hypothetical_protein,109,170,127,228,235,302,154,253,103,238
BSU04970_yddH_cell_wall_hydrolase,31,15,23,46,80,55,50,53,38,47
BSU04980_yddI_hypothetical_protein,12,13,18,34,14,60,15,36,24,24
BSU04990_yddJ_lipoprotein,121,372,327,487,69,454,72,440,91,534
BSU05000_yddK_hypothetical_protein,869,2600,1703,2008,502,2315,471,1902,493,1850
BSU05010_rapI_response_regulator_aspartate_phosphatase,231,750,664,897,194,979,219,971,240,1080
BSU05020_phrI_secreted_regulator_of_the_activity_of_phosphatase_RapI,60,192,149,206,33,237,31,205,48,238
BSU05030_yddM_helicase,311,877,760,905,263,1042,234,1065,231,1189
BSU05040_yddN_alkanal_monooxygenase,209,267,215,240,124,260,128,218,139,194
BSU05050_lrpA_Lrp/AsnC_family_transcriptional_regulator,188,637,490,574,133,590,129,590,159,531
BSU05060_lrpB_Lrp/AsnC_family_transcriptional_regulator,56,156,92,117,37,87,35,82,44,83
BSU05070_yddQ_hydrolase,166,491,383,419,91,438,83,347,81,220
BSU05080_yddR_metal-dependent_hydrolase,99,246,203,200,58,218,58,169,40,169
BSU05090_yddS_permease,139,155,194,211,135,259,147,246,156,223
BSU05099_ydzM_hypothetical_protein,44,118,130,168,55,193,47,150,62,158
BSU05100_yddT_hypothetical_protein,146,387,496,671,228,664,201,692,270,590
BSU05109_ydzN_hypothetical_protein,369,524,518,490,206,557,225,542,228,408
